"Index","Method Name","Method Signature","Commit Count","Change Types","Commit Message","Commit ID","Commit Author"
"3438","_createUTF8Generator","_createUTF8Generator","6","Exceptions Change","Fix #464
","04bba3935bea698926ee77312826ca47931fd5a4","Tatu Saloranta"
"3439","_createUTF8Generator","_createUTF8Generator","6","Exceptions Change","First sort-of working version of #549
","56c4371ed1363fe997997d25dc18a52e90eb38f4","Tatu Saloranta"
"3440","_createUTF8Generator","_createUTF8Generator","6","Body Change, Exceptions Change, MultiChange","More javadoc work
","97d9dc183dbdbe3ca424694cc910cabdc1903adf","Tatu Saloranta"
"3441","_createUTF8Generator","_createUTF8Generator","6","Exceptions Change","Support to register decorators for JsonGenerator in the builder and factory. (#1051)

","edc944ebbebc3e0fbf6873fb3dcd322f0c44722d","digulla"
"3442","_decorate","_decorate","1","Body Change, Exceptions Change, Introduced, MultiChange","Streamline decorator handling
","896000fe1f4c44218cbb071d44b4178f5bb54824","Tatu Saloranta"
"3443","_decorate","_decorate","1","Body Change, Exceptions Change, Introduced, MultiChange","Streamline decorator handling
","896000fe1f4c44218cbb071d44b4178f5bb54824","Tatu Saloranta"
"3444","_decorate","_decorate","1","Body Change, Exceptions Change, Introduced, MultiChange","Bit more work on DataInput source, test refactoring
","d7cbb642f917319ecd0b3c9ce4ea74c51654a8a6","Tatu Saloranta"
"3445","_decorate","_decorate","1","Body Change, Exceptions Change, Introduced, MultiChange","Streamline decorator handling
","896000fe1f4c44218cbb071d44b4178f5bb54824","Tatu Saloranta"
"3446","_decorate","_decorate","1","Body Change, Exceptions Change, Introduced, MultiChange","Streamline decorator handling
","896000fe1f4c44218cbb071d44b4178f5bb54824","Tatu Saloranta"
"3447","_decorate","_decorate","1","Body Change, Introduced, MultiChange","Some changes past #1051; add tests, release notes
","c896ac9b4079072eb5ca9c7b9fb97c8b0aad580e","Tatu Saloranta"
"3448","_getBufferRecycler","_getBufferRecycler","7","Body Change","Merge branch 'master' of github.com:FasterXML/jackson-core
","25aebcc0dbe5c52adf86d5c0fbe520c67645137c","Cowtowncoder"
"3449","_getBufferRecycler","_getBufferRecycler","7","Body Change","Merge pull request #301 from kaixin166/master

JsonFactory optimization","1dbf1231d65bb27106be9a54a017d4654a873255","Tatu Saloranta"
"3450","_getBufferRecycler","_getBufferRecycler","7","Body Change","...
","ddec51c82c048cd884e0182295f6bb1abbb61c6e","Tatu Saloranta"
"3451","_getBufferRecycler","_getBufferRecycler","7","Body Change","Minor refactoring wrt #400 to make it easier to override behavior
","e0780ca25fd1c37b50a80ea9d5e9dd55fa983f66","Tatu Saloranta"
"3452","_getBufferRecycler","_getBufferRecycler","7","Body Change","More javadoc fill-ins
","b0a502c5ecbd36565424b8a7583b0858238813ec","Tatu Saloranta"
"3453","_getBufferRecycler","_getBufferRecycler","7","Body Change","Yet more work on `InputSourceReference` (but not an optimal name, should change?)
","b051c9036ee505a7e85c81a704e2e43c5397200f","Tatu Saloranta"
"3454","_getBufferRecycler","_getBufferRecycler","7","Body Change","Changes to initial BufferRecyclerProvider PR (#1085)

","eca76ddfecb9dcc3e8aa85561623f88e16890b0a","Tatu Saloranta"
"3455","_getRecyclerPool","_getRecyclerPool","2","Body Change, Introduced, MultiChange","Post #1114 renaming to go to ""RecyclerPool"" from ""BufferRecyclerPool""
","74ca3ac34c37ff87ce0108d42d91d313e4222057","Tatu Saloranta"
"3456","_getRecyclerPool","_getRecyclerPool","2","Body Change","Javadoc warning fixing
","90eaabb08f3c52d675a6ce96b0b95cf60101211c","Tatu Saloranta"
"3457","_createContext","_createContext","2","Body Change, Introduced, MultiChange","Renaming `InputSourceReference` to `ContentReference` (due to use for both input and output)
","2b63eb3b95b9e01c18331a38489a13b43d8980a5","Tatu Saloranta"
"3458","_createContext","_createContext","2","Body Change","Fix #1195: add actual `BufferRecycler` reuse (#1196)

","28b0dd3fc48ecd0651848522b0269b31f086a014","Tatu Saloranta"
"3459","_createContext","_createContext","1","Body Change, Introduced, MultiChange","More deprecated call removal
","8a2036e948ee849b922121c061c002cb0e131bfa","Tatu Saloranta"
"3460","_createNonBlockingContext","_createNonBlockingContext","5","Body Change, Introduced, MultiChange","Merge branch '2.9' into 2.10
","bf8109c007491bd703d68ed852a7c74c7f11f1d2","Tatu Saloranta"
"3461","_createNonBlockingContext","_createNonBlockingContext","5","Body Change","Fix #479 (thread-safete for `BufferRecycler`)
","2c8f025e6d7243433350c90e1324c12c3d7f5d52","Tatu Saloranta"
"3462","_createNonBlockingContext","_createNonBlockingContext","5","Body Change","Yet more work on `InputSourceReference` (but not an optimal name, should change?)
","b051c9036ee505a7e85c81a704e2e43c5397200f","Tatu Saloranta"
"3463","_createNonBlockingContext","_createNonBlockingContext","5","Body Change","Add num size limit (#827)

","3af7e3eda0076ed44414e671501da358c146c549","PJ Fanning"
"3464","_createNonBlockingContext","_createNonBlockingContext","5","Body Change","Add StreamWriteConstraints (#1055)

","833d87b1c19a706128bbc8f0fecd030d15c6a49c","PJ Fanning"
"3465","_createContentReference","_createContentReference","2","Body Change, Introduced, MultiChange","more renaming
","e2b59e7b0a303f4c19446dad0f635ba7bd1ae30e","Tatu Saloranta"
"3466","_createContentReference","_createContentReference","2","Return Type Change, Body Change, MultiChange","Renaming `InputSourceReference` to `ContentReference` (due to use for both input and output)
","2b63eb3b95b9e01c18331a38489a13b43d8980a5","Tatu Saloranta"
"3467","_createContentReference","_createContentReference","2","Body Change, Introduced, MultiChange","more renaming
","e2b59e7b0a303f4c19446dad0f635ba7bd1ae30e","Tatu Saloranta"
